datetime,open,open_lag_5,perf_5,open_lag_24,perf_24
2022-01-01 00:00:00,46220.0,46712.47,0.010654911293812228,47745.97,0.03301536131544788
2022-01-01 01:00:00,46663.14,47218.56,0.011902756651181174,47650.0,0.021148598229780522
2022-01-01 02:00:00,46779.88,46978.89,0.0042541793608705716,47380.52,0.012839708011221907
2022-01-01 03:00:00,46810.78,47234.25,0.009046420503995045,47387.15,0.012312762145813477
2022-01-01 04:00:00,46806.83,47109.49,0.006466150346007115,47329.05,0.01115691876591517
2022-01-01 05:00:00,46712.47,47127.87,0.008892700385999744,46938.53,0.004839392992920256
2022-01-01 06:00:00,47218.56,46894.02,-0.006873144797300064,47083.1,-0.002868787188766433
2022-01-01 07:00:00,46978.89,46777.0,-0.004297462115430983,47140.43,0.0034385657047239916
2022-01-01 08:00:00,47234.25,47103.46,-0.0027689653164811737,47191.39,-0.0009073924112270351
2022-01-01 09:00:00,47109.49,47030.0,-0.0016873457980546588,47227.17,0.0024980104857853544
2022-01-01 10:00:00,47127.87,46930.46,-0.004188816511334025,47290.0,0.0034402148877086397
2022-01-01 11:00:00,46894.02,47234.86,0.007268304146243035,47196.8,0.006456686801430249
2022-01-01 12:00:00,46777.0,47285.71,0.01087521645253007,47244.16,0.009986959403125542
2022-01-01 13:00:00,47103.46,47768.48,0.014118283455185756,47301.15,0.004196931605448991
2022-01-01 14:00:00,47030.0,47586.95,0.011842440995109442,47162.14,0.0028096959387624797
2022-01-01 15:00:00,46930.46,47348.77,0.008913400806214082,47122.44,0.0040907333957519955
2022-01-01 16:00:00,47234.86,47424.99,0.004025205113342082,47356.72,0.0025798742708245687
2022-01-01 17:00:00,47285.71,47328.41,0.0009030212298811706,47809.73,0.011081994962114433
2022-01-01 18:00:00,47768.48,47446.98,-0.006730379530602606,47402.36,-0.007664468285363122
2022-01-01 19:00:00,47586.95,47745.97,0.0033416724543179187,47078.3,-0.010688854822593047
2022-01-01 20:00:00,47348.77,47650.0,0.006361939285856913,46940.45,-0.008623666464831077
2022-01-01 21:00:00,47424.99,47380.52,-0.0009376912889175341,47025.6,-0.008421509419401025
2022-01-01 22:00:00,47328.41,47387.15,0.0012411150089343369,47023.47,-0.0064430645356563275
2022-01-01 23:00:00,47446.98,47329.05,-0.0024855111958653696,47269.93,-0.003731533598134231
2022-01-02 00:00:00,47745.97,46938.53,-0.01691116548684637,47314.62,-0.009034270326898764
2022-01-02 01:00:00,47650.0,47083.1,-0.01189716684155302,47080.24,-0.0119571878279119
2022-01-02 02:00:00,47380.52,47140.43,-0.005067272372696554,47120.24,-0.005493396864365331
2022-01-02 03:00:00,47387.15,47191.39,-0.004131077728878019,47009.11,-0.007977690154398415
2022-01-02 04:00:00,47329.05,47227.17,-0.0021525891603572152,46810.54,-0.010955428008802247
2022-01-02 05:00:00,46938.53,47290.0,0.007487878295293892,46821.03,-0.0025032739627764227
2022-01-02 06:00:00,47083.1,47196.8,0.002414879224180319,47094.99,0.0002525322249384475
2022-01-02 07:00:00,47140.43,47244.16,0.0022004466229943852,46915.32,-0.004775306461990283
2022-01-02 08:00:00,47191.39,47301.15,0.0023258479989676515,47075.2,-0.0024621016672745247
2022-01-02 09:00:00,47227.17,47162.14,-0.0013769616091753717,46994.95,-0.004917084805208552
2022-01-02 10:00:00,47290.0,47122.44,-0.0035432438147599424,46997.47,-0.006185874392049035
2022-01-02 11:00:00,47196.8,47356.72,0.0033883653129025324,47135.56,-0.0012975455963117253
2022-01-02 12:00:00,47244.16,47809.73,0.011971215066581766,47413.38,0.0035818183665450687
2022-01-02 13:00:00,47301.15,47402.36,0.0021396942780460755,47204.78,-0.0020373711844215757
2022-01-02 14:00:00,47162.14,47078.3,-0.0017776971104363905,47153.41,-0.00018510610417584795
2022-01-02 15:00:00,47122.44,46940.45,-0.003862066565313792,46873.71,-0.0052783769261524486
2022-01-02 16:00:00,47356.72,47025.6,-0.0069920382999498825,46678.16,-0.01432869506165118
2022-01-02 17:00:00,47809.73,47023.47,-0.016445606365064223,46487.37,-0.027658805017305065
2022-01-02 18:00:00,47402.36,47269.93,-0.002793742758799357,46591.9,-0.017097460970297663
2022-01-02 19:00:00,47078.3,47314.62,0.005019722462365882,46480.9,-0.012689498133959837
2022-01-02 20:00:00,46940.45,47080.24,0.0029780285446773707,46390.76,-0.011710369201829022
2022-01-02 21:00:00,47025.6,47120.24,0.002012520839712825,45929.17,-0.023315598312408568
2022-01-02 22:00:00,47023.47,47009.11,-0.0003053794201066102,45997.9,-0.021809747345315003
2022-01-02 23:00:00,47269.93,46810.54,-0.009718440454639966,46230.25,-0.021994532253379693
2022-01-03 00:00:00,47314.62,46821.03,-0.010432082092173703,46446.16,-0.018355003168153926
2022-01-03 01:00:00,47080.24,47094.99,0.0003132949194821437,46263.2,-0.017354202102623114
2022-01-03 02:00:00,47120.24,46915.32,-0.0043488742841716905,46090.32,-0.021857274071609107
2022-01-03 03:00:00,47009.11,47075.2,0.0014058977079122856,46120.0,-0.018913568029686172
2022-01-03 04:00:00,46810.54,46994.95,0.003939497386699581,46341.7,-0.010015693046907892
2022-01-03 05:00:00,46821.03,46997.47,0.003768392109272315,46104.03,-0.015313631502767027
2022-01-03 06:00:00,47094.99,47135.56,0.0008614504430301336,46159.48,-0.019864321024380616
2022-01-03 07:00:00,46915.32,47413.38,0.010616148413780353,46387.23,-0.011256237834464233
2022-01-03 08:00:00,47075.2,47204.78,0.002752617089252977,46554.81,-0.011054440554686957
2022-01-03 09:00:00,46994.95,47153.41,0.0033718516564015155,46509.82,-0.010323024069607424
2022-01-03 10:00:00,46997.47,46873.71,-0.0026333332411298317,46362.47,-0.013511365611808466
2022-01-03 11:00:00,47135.56,46678.16,-0.009703926292590863,46648.47,-0.010333811670000241
2022-01-03 12:00:00,47413.38,46487.37,-0.019530562891740575,46726.33,-0.01449063534386276
